Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price
2018-11-09 00:00:00,6406.24,6406.25,6406.24,6406.25,3.1163427,19964.06285,6406.2475702
2018-11-09 00:01:00,6406.25,6406.25,6406.24,6406.25,2.39088744,15316.620207,6406.2489731000005
2018-11-09 00:02:00,6406.24,6406.25,6406.24,6406.25,3.04658229,19517.149449,6406.2439782
2018-11-09 00:03:00,6406.24,6406.25,6406.24,6406.25,1.73130432,11091.165893000001,6406.2486094999995
2018-11-09 00:04:00,6406.24,6406.25,6406.24,6406.24,2.23685261,14329.835088,6406.2491307
2018-11-09 00:05:00,6406.25,6406.25,6406.24,6406.25,1.99733973,12795.454867,6406.2486092
2018-11-09 00:06:00,6406.24,6406.25,6406.24,6406.25,2.21343399,14179.808302000001,6406.2485557
2018-11-09 00:07:00,6406.25,6406.25,6406.24,6406.25,3.40243468,21796.836933000002,6406.2469915
2018-11-09 00:08:00,6406.24,6406.25,6406.24,6406.25,1.83544625,11758.32147,6406.2466933999995
2018-11-09 00:09:00,6406.25,6406.25,6406.24,6406.24,2.24978357,14412.66975,6406.247224199999
2018-11-09 00:10:00,6406.24,6406.25,6406.24,6406.25,1.89768085,12157.011258,6406.246476100001
2018-11-09 00:11:00,6406.25,6406.25,6406.24,6406.24,4.61447358,29561.458645,6406.247242
2018-11-09 00:12:00,6406.25,6406.25,6406.24,6406.25,3.34900356,21454.553279,6406.249768
2018-11-09 00:13:00,6406.25,6407.0,6406.24,6407.0,20.95391704,134238.0169,6406.3447728
2018-11-09 00:14:00,6406.99,6407.0,6406.99,6407.0,5.14495032,32963.681082999996,6406.9969645
2018-11-09 00:15:00,6407.0,6407.0,6406.99,6407.0,5.0323733,32242.41392,6406.999639600001
2018-11-09 00:16:00,6406.99,6407.0,6406.99,6407.0,2.64461659,16944.05795,6406.9997948
2018-11-09 00:17:00,6407.0,6407.0,6406.99,6406.99,1.08960637,6981.101932199999,6406.994419600001
2018-11-09 00:18:00,6407.0,6407.0,6406.99,6406.99,0.83811363,5369.788362300001,6406.9932407
